id	Label	AIC	adj_Rsq
1	G1EAM_rad	-7.3498523906377	0.337147408313954
1	G1EAM_th	24.0283571008995	0.261147486840935
1	G1EAM_ele	180.251475894206	0.976841944821939
1	G2EAM_rad	-9.06524123546335	0.441902551756326
1	G2EAM_th	20.1061766990574	0.338062181742569
1	G2EAM_ele	217.616775281927	0.8143351368824
2	G1EAM_rad	-12.9517128604099	0.514422861576676
2	G1EAM_th	13.3899490387868	0.584336272515128
2	G1EAM_ele	216.171599574014	0.824612588244444
2	G2EAM_rad	-17.261624040943	0.617817344694027
2	G2EAM_th	-2.15445382527871	0.778566618618885
2	G2EAM_ele	225.751841911877	0.62552859360805
3	G1EAM_rad	-13.3345657577911	0.55720828714707
3	G1EAM_th	19.9060249497302	0.388459895139611
3	G1EAM_ele	220.315371836897	0.759712174919846
3	G2EAM_rad	-7.3074743476765	0.338626273078181
3	G2EAM_th	21.4938040447136	0.36187178556667
3	G2EAM_ele	224.466513437479	0.729915830179975
4	G1EAM_rad	-8.98698527958711	0.422924362911055
4	G1EAM_th	22.8507415783021	0.279766182635999
4	G1EAM_ele	226.171851404884	0.696607855371367
4	G2EAM_rad	-44.3298856336224	0.915435170829304
4	G2EAM_th	9.19721389661926	0.677728187035664
4	G2EAM_ele	224.492269105887	0.72154492743522
5	G1EAM_rad	-8.86559568389251	0.435678003089601
5	G1EAM_th	17.4867255248967	0.465369949252203
5	G1EAM_ele	227.293911339426	0.635271393869264
5	G2EAM_rad	-29.8015725384757	0.810451115943358
5	G2EAM_th	10.5012875227067	0.637329349049601
5	G2EAM_ele	230.427539304222	0.565913434166219
6	G1EAM_rad	-3.51936675343013	0.235433009564309
6	G1EAM_th	5.65395671026001	0.727499645861306
6	G1EAM_ele	231.252222953393	0.587857660721901
6	G2EAM_rad	-18.5835342385872	0.669207885470774
6	G2EAM_th	0.987886326955628	0.794387464968458
6	G2EAM_ele	233.84119003592	0.511333236544056
7	G1EAM_rad	-47.4558331122095	0.923670068667095
7	G1EAM_th	10.180348788745	0.657358106752538
7	G1EAM_ele	230.488376048215	0.594381384232993
7	G2EAM_rad	-42.6092465755781	0.906952556511649
7	G2EAM_th	14.4465312519778	0.566117106728675
7	G2EAM_ele	218.029538260461	0.805542014962244
8	G1EAM_rad	-8.52458661651131	0.421568257756529
8	G1EAM_th	22.1433521659071	0.226855259777014
8	G1EAM_ele	239.510415950336	0.327349635622253
8	G2EAM_rad	-67.6868094209646	0.972252258260044
8	G2EAM_th	-12.3941066958658	0.895623005373657
8	G2EAM_ele	220.473079959004	0.750310422711731
9	G1EAM_rad	-38.4708517263597	0.887833904940691
9	G1EAM_th	-9.78844254276392	0.887760314021415
9	G1EAM_ele	225.60917395151	0.710288177122022
9	G2EAM_rad	-7.84583577791869	0.402784312819288
9	G2EAM_th	17.5064134628592	0.450422774352596
9	G2EAM_ele	205.441546564139	0.905599946312906
10	G1EAM_rad	-29.974932731555	0.820176419117926
10	G1EAM_th	6.27295276477949	0.726052528725879
10	G1EAM_ele	220.582936097021	0.780873042086716
10	G2EAM_rad	-37.5636503437045	0.867758359942687
10	G2EAM_th	7.81939561084683	0.65546623776496
10	G2EAM_ele	202.313245024214	0.915214181749823
11	G1EAM_rad	-12.7915413974831	0.543646601829117
11	G1EAM_th	22.5205650392783	0.27054245562939
11	G1EAM_ele	208.67979368086	0.886889457973901
11	G2EAM_rad	-16.3198247670829	0.618903473321848
11	G2EAM_th	-12.9283528143076	0.902943878384371
11	G2EAM_ele	213.122907052785	0.845427217344439
12	G1EAM_rad	-6.87246117585225	0.36596427879832
12	G1EAM_th	20.0360748865265	0.407573865617523
12	G1EAM_ele	212.543127820133	0.859810474180416
12	G2EAM_rad	-28.6476393780253	0.757258464270003
12	G2EAM_th	1.06294521816245	0.763290480310315
12	G2EAM_ele	217.732666388993	0.812963654069688
13	G1EAM_rad	-12.743102459318	0.508762544816651
13	G1EAM_th	24.4259316294795	0.244646540027517
13	G1EAM_ele	230.033877912761	0.632018863664852
13	G2EAM_rad	-11.9504456905126	0.521816263496355
13	G2EAM_th	12.9636309355045	0.594065325297288
13	G2EAM_ele	213.550592803066	0.8518768221025
14	G1EAM_rad	-31.5228982000105	0.83499460299605
14	G1EAM_th	3.22449175784054	0.761905027412528
14	G1EAM_ele	217.883040080746	0.8113945899278
14	G2EAM_rad	-34.3025724578594	0.862659996488078
14	G2EAM_th	4.68377487323611	0.741798336067166
14	G2EAM_ele	216.82079269058	0.819537515595714
15	G1EAM_rad	-12.3122676980629	0.530900381968801
15	G1EAM_th	23.5168290847939	0.229030224938795
15	G1EAM_ele	214.664921028538	0.842271900172945
15	G2EAM_rad	-6.57607206882485	0.35913375981453
15	G2EAM_th	18.0531725985305	0.448278000322722
15	G2EAM_ele	238.507863952798	0.407376509205624
16	G1EAM_rad	-17.3636323760998	0.60565164878949
16	G1EAM_th	21.0741264170866	0.301492018167995
16	G1EAM_ele	232.031600495799	0.556039351428069
16	G2EAM_rad	-12.0660632115183	0.505536906431757
16	G2EAM_th	22.2794424349737	0.329558534653249
16	G2EAM_ele	219.450299380782	0.786057699963655
17	G1EAM_rad	-25.2598227548961	0.773026195473341
17	G1EAM_th	20.6682032855669	0.362009254179446
17	G1EAM_ele	243.390061087099	0.13410413200338
17	G2EAM_rad	-14.6987262145979	0.579832095548897
17	G2EAM_th	16.1225766202315	0.504390180203116
17	G2EAM_ele	227.80403704471	0.665296911871989
18	G1EAM_rad	-22.2425647427477	0.729808225735501
18	G1EAM_th	23.265163568857	0.291166959281391
18	G1EAM_ele	210.926105016538	0.871855227137992
18	G2EAM_rad	-21.8280128790142	0.723767939341539
18	G2EAM_th	6.88405080493635	0.71469516846736
18	G2EAM_ele	233.092451145904	0.550990242950087
19	G1EAM_rad	-15.9158938735208	0.610254758366308
19	G1EAM_th	10.6949540817054	0.642135420988675
19	G1EAM_ele	226.814257730744	0.685584482338594
19	G2EAM_rad	-14.2512880437231	0.581607547348015
19	G2EAM_th	8.55158685009559	0.689082637993784
19	G2EAM_ele	173.585229954548	0.981544952696204
20	G1EAM_rad	-23.7846718480134	0.735214724818396
20	G1EAM_th	7.75952704994301	0.680212851866495
20	G1EAM_ele	210.391028048543	0.867193389353223
20	G2EAM_rad	-27.4066671707206	0.783476897052363
20	G2EAM_th	14.3169775290164	0.562368090067302
20	G2EAM_ele	228.649526731958	0.659258788719848
21	G1EAM_rad	-2.42104359528586	0.187327986085729
21	G1EAM_th	21.9675782237397	0.325513122707856
21	G1EAM_ele	222.687882770326	0.753916371576342
21	G2EAM_rad	-23.303904393592	0.707975131743844
21	G2EAM_th	17.2949050545624	0.479724090446249
21	G2EAM_ele	238.844992644283	0.381912361713733
22	G1EAM_rad	-19.3511495951894	0.646876789060547
22	G1EAM_th	22.0750246618442	0.261550982946232
22	G1EAM_ele	240.544030316243	0.34020509769358
22	G2EAM_rad	-32.2385315741421	0.841426093325415
22	G2EAM_th	-2.06050185790565	0.822484330812982
22	G2EAM_ele	214.84596422709	0.82989932474725
23	G1EAM_rad	-14.6088613209431	0.580901398218114
23	G1EAM_th	-3.17288827256607	0.837907456092968
23	G1EAM_ele	213.780741615624	0.839673648433947
23	G2EAM_rad	-15.7023268386684	0.605602953398491
23	G2EAM_th	14.2092011484416	0.542411256811791
23	G2EAM_ele	237.422967522785	0.441525712040553
24	G1EAM_rad	-12.2420949777963	0.532199599170457
24	G1EAM_th	12.7766971644626	0.588459773328302
24	G1EAM_ele	184.810471237198	0.961487038168484
24	G2EAM_rad	-14.0178651809359	0.576146527908121
24	G2EAM_th	17.7697329209034	0.418640579631606
24	G2EAM_ele	207.678004524319	0.893012646550388
25	G1EAM_rad	-22.3666950084659	0.713512270495651
25	G1EAM_th	8.69672020242276	0.684467386205596
25	G1EAM_ele	224.694852121248	0.718393321861829
25	G2EAM_rad	-39.5339523136009	0.889616663016552
25	G2EAM_th	13.1914794024187	0.597659410164958
25	G2EAM_ele	203.51472899289	0.89113372584216
26	G1EAM_rad	-12.3762467279148	0.457368811183545
26	G1EAM_th	19.1733842185766	0.397095512639374
26	G1EAM_ele	246.555869941459	0.0724079382751013
26	G2EAM_rad	-27.1574149100253	0.736306488742037
26	G2EAM_th	15.1972567673107	0.480912083592382
26	G2EAM_ele	203.961926260536	0.907081599575051
27	G1EAM_rad	-15.0630434577758	0.551887124793065
27	G1EAM_th	22.2730502357328	0.221264286760614
27	G1EAM_ele	237.245537620074	0.327438826744422
27	G2EAM_rad	-16.8957073769299	0.638772595701697
27	G2EAM_th	10.1814001604633	0.65961669721176
27	G2EAM_ele	199.678295294793	0.931400699019744
28	G1EAM_rad	-6.54839864408324	0.358147726279325
28	G1EAM_th	22.9852383293711	0.189835163045622
28	G1EAM_ele	225.300946534542	0.69454248278413
28	G2EAM_rad	-12.3294808158172	0.497343714986947
28	G2EAM_th	24.1880951825809	0.236957086160266
28	G2EAM_ele	226.529268546323	0.695094137604018
29	G1EAM_rad	-21.8806214793369	0.726153421671525
29	G1EAM_th	16.322488637292	0.521218695759958
29	G1EAM_ele	240.953916919798	0.271184819671152
29	G2EAM_rad	-19.2459810187627	0.65927738322783
29	G2EAM_th	13.7583741018657	0.55372966840423
29	G2EAM_ele	216.488960395161	0.776164609043021
